프로그램명,신청대상,프로그램 목표,프로그램 주요내용,프로그램 분류,학부,학적,학년,창의·혁신역량,자기주도적 학습역량,지식·정보·기술 활용역량,의사소통 역량,대인관계역량,세계시민역량,프로그램 목표_키워드,프로그램 주요내용_키워드
스타트업 활동과 진로 포트폴리오 홈페이지 제작,학부KFL학부,진로 포트폴리오 제작을 통해 취업 성공률을 높인다.,"포트폴리오 폼페이지 제작 무엇을 어떻게 할지 망설이고 있나요
 전문가와 함께 누구나 따라할 수 있는 진로포트폴리오 홈페이지 제작 해봐요
 참여 희망자는 솔루션  Ovenappio  creatorlinknet 미리 회원 가입 필수입니다 
  꼭꼭 미리 회원 가입하고 이번 기회에 포트폴리오 완성해 봅시다 
  ",진로취업프로그램강의형,단과대학 ,전체,전체,25,25,50,0,0,0,"성공률을, 포트폴리오, 제작을, 통해, 진로, 취업, 높인다","망설이고, ovenapp, 완성해, 진로포트폴리오, 필수입니다, 폼페이지, 홈페이지, 포트폴리오, 전문가와, 할지"
자소서LAB 4_경력계획,학부KFL학부,사례를 이용한 항목별 분석으로 자기소개서 작성 핵심을 파악해 본다.,"직무적합성 조직적합성과 함께 미래의 나의 경력계획으로 기업에 눈도장 찍기
 기업은 능력 좋고 인성 좋은 직원과 미래를 함께 꿈꾸고 싶다
 기업의 미래에 나의 미래를 함께 둘 수 있는 방법 알아보자
   4주 시리즈 중 마지막 입니다 
 이번주 4주차 강의 신청해 주세요 
 문의
메일 jobhunter1hufsackr
전화 0313304686
 ",진로취업프로그램강의형,단과대학 ,전체,전체,0,50,50,0,0,0,"이용한, 자기소개서, 항목별, 분석으로, 작성, 핵심을, 파악해, 본다, 사례를","조직적합성과, 직무적합성, 신청해, 4주차, 기업의, 미래의, 인성, 강의, 4주, 전화"
취업역량강화 기본교육,-,외국인 유학생 취업역량강화에 필요한 기본교육 이수," 취업역량에 필요한 기본교육
1 국내 취업 시장의 이해 비자 법규 외국인 유학생 취업현황 및 상세 구직경로 제공
2 홀랜드 직무적성검사 실시 진로 코드 선정 및 해설 강의 개인역량 및 희망기업 SWOT 분석
3 직무역량 키워드 활용 한글영문 입사서류 작성 및 피드백 제공
4 실전면접 시뮬레이션 실시 국내 및 글로벌 구직 플랫폼 소개",-,전체,재학 ,전체,25,25,25,25,0,0,"기본교육, 유학생, 필요한, 이수, 외국인, 취업역량강화에","시장의, 희망기업, 직무적성검사, 실전면접, 강의, 선정, 구직경로, 유학생, 시뮬레이션, 작성"
졸업생을 위한 취업고민상담소,학부KFL학부,미취업 졸업생들을 위한 취업전략수립, ,진로취업프로그램상담컨설팅형,단과대학 대학원 ,재학 수료 졸업 ,4학년 5학년 6학년 ,0,50,25,25,0,0,"졸업생들을, 취업전략수립, 위한, 미취업",
자소서LAB 3_조직역량 작성,학부KFL학부,사례를 이용한 항목별 분석으로 자기소개서 작성 핵심을 파악해 본다.,"조직적합성 관련 자기소개서 항목별 핵심 분석 콕콕
 조직이 원하는 인재는 직무 능력도 좋지만
 함께 오래 공동의 목표 또는 가치를 추구할 수 있는 인재
 같이 일하면 시너지 효과를 낼 수 있는 인재 
 이런 인재가 나라고 어필하기 위해
 함께 사례보며 감 잡기
  4주 시리즈 기획입니다 
각각의 주차에 따로 신청합니다강의 1주일전 오픈
이번 주는 3주차 강의 신청해 주세요 
문의
메일 jobhunter1hufsackr
전화 0313304686
 ",진로취업프로그램강의형,단과대학 ,전체,전체,0,25,50,25,0,0,"이용한, 자기소개서, 항목별, 분석으로, 작성, 핵심을, 파악해, 본다, 사례를","신청해, 공동의, 신청합니다, 조직적합성, 어필하기, 자기소개서, 각각의, 전화, 조직이, 강의"
2023하계방학 국내 현장실습 사전 설명회지원전략 특강,학부KFL학부,"현장실습학기제에 대한 이해, 신청방법 및 지원전략의 이해","1 사전 설명회 참여신청 기간   20230516화 16시까지
 신청한 학생들을 대상으로 설명회 링크를 17일 오전 10시경 개인 휴대전화 이메일 등으로 송부합니다
 캠퍼스 구분없이 양 캠퍼스 소속 학생 모두 설명회 참여 가능합니다
 2 신청방법  훕서빌러티 사이트httpshufsabilityhufsackr 비교과프로그램 신청
  2023하계방학 국내 현장실습 온라인 신청 기간 20230515월 10시 OPEN  20230526금 16시 실제 모집기간은 기관별 상이
  2023하계방학 국내 현장실습 기간  20230703월  20230831목 실제 실습기간은 기관별 상이
 6개월 전제23하계  232학기 실습이 많으니 상세내용을 잘 숙지하여 지원 바랍니다
 설명회 참석 후 실습 지원한 학생이 전체 실습 합격자 중 약 30 이상 차지하고 있습니다 참여하시어 유익을 얻고 지원하시기 바랍니다
 3 문의  0221732144 danielkimhufsackr
 ",인턴십현장실습,단과대학 ,재학 휴학 비재학 ,전체,0,25,25,25,25,0,"현장실습학기제에, 신청방법, 이해, 대한, 지원전략의","신청한, 신청방법, 현장실습, 신청, hufsability, 휴대전화, 참여신청, 숙지하여, 훕서빌러티, 실습기간은"
자소서 역량 키워드별 경험 매칭업 feat너와 나의 연결고리,학부KFL학부,자기소개서 경험정리를 통해 역량 키워드와 연결 시켜보기,"사기업 인턴 수시 공채 시즌 마다
자기소개서 작성은 하는데
직무 역량키워드와 내 경험이 
잘 매칭 되서 작성되고 있는지 궁금하다면 
  신청방법  HUFSAbility 접속  비교과프로그램 신청 
 선발인원  선착순 50명  대기 10명 
 문의사항  solbihufsackr 
   ",진로취업프로그램강의형,단과대학 ,전체,전체,0,0,50,50,0,0,"경험정리를, 시켜보기, 연결, 자기소개서, 키워드와, 통해, 역량","50명, 문의사항, hufsability, 신청방법, solbi, 신청, 10명, 선착순, 작성은, 경험이"
면접 면접을 위한 셀프이미지메이킹,학부KFL학부,"퍼스널컬러,스피치방법 등 다양한 비언어적요소를 통해 면접을 위한 이미지메이킹교육을 진행한다.","퍼스널컬러 목소리 표정 등 
다양한 요소들을 활용하여 기분 좋은 이미지를 만들어보아요 
우리의 첫인상은 너무나도 소중하니까요  
너무 딱딱하고 힘들었던 이야기는 잠시 내려놓고 가뿐한 마음으로 만나요
 524 1400 1530  ZOOM에서 만나요 
  ",진로취업프로그램강의형,전체,전체,전체,0,50,50,0,0,0,"이미지메이킹교육을, 스피치방법, 비언어적요소를, 면접을, 퍼스널컬러, 진행한다, 통해, 위한, 다양한","만들어보아요, 만나요, 이미지를, 목소리, 너무나도, 마음으로, 퍼스널컬러, 요소들을, 너무, 에서"
자소서LAB 2 _ 직무역량 작성,학부KFL학부,사례를 이용한 항목별 분석으로 자기소개서 작성 핵심을 파악해 본다.,"직무역량 관련 자기소개서 항목별 핵심 분석 콕콕
 수시채용 직무역량 중심 채용으로직무역량 자기소개서 작성의 중요성 부각
 나만 알고 있는 나의 직무 역량을 기업에 어필하는 방법은 없을까
 함께 사례보며 감 잡기
4주 시리즈 기획입니다 
각각의 주차에 따로 신청합니다강의 1주일전 오픈
이번 주는 2주차 강의 신청해 주세요 
문의
메일 jobhunter1hufsackr
전화 0313304686
 ",진로취업프로그램강의형,단과대학 ,전체,전체,0,0,50,50,0,0,"이용한, 자기소개서, 항목별, 분석으로, 작성, 핵심을, 파악해, 본다, 사례를","작성의, 신청해, 수시채용, 중요성, 신청합니다, 강의, 2주차, 자기소개서, 전화, 각각의"
노어과 전용 2023 상반기 졸업생 취업성공을 위한 잡매칭Job Matching 프로그램 추가모집,학부노어과노어과노어과,"우리대학 노어과 졸업 학생, 졸업예정자 중 미취업자를 대상으로 취업전문 멘토진의 밀착형 맞춤 컨설팅을 지원, 원하는 분야와 직무로 성공적인 취업을 할 수 있도록 지원하고자 함"," 졸업생 및 졸업예정자를 위한 잡매칭 프로그램입니다 졸업생 우선
 실제 입사지원 시 서류 면접전형 등 시기별 전형별 전체 과정에 맞게 전문 컨설팅을 진행합니다
 지망직무나 산업분야 무관하게 프로그램 참여가 가능하니 많은 신청 바랍니다
 노어과 졸업생 졸업예정자를 위한 추가모집 공간입니다
    ",진로취업프로그램상담컨설팅형,전체,전체,전체,25,50,25,0,0,0,"지원하고자, 밀착형, 우리대학, 학생, 성공적인, 멘토진의, 대상으로, 직무로, 노어과, 졸업","진행합니다, 면접전형, 공간입니다, 신청, 지망직무나, 잡매칭, 무관하게, 졸업생, 프로그램입니다, 추가모집"
취업좌절 대처 프로그램 존중하며 버티는 힘 기르기비대면0512,학부KFL학부,"거듭되는 진로취업 준비과정에서의 좌절을 대처하는데 필요한 마음의 근력, 회복탄력성 이해하기","  진로를 찾고 취업의 문턱을 넘으며 겪는 여러 좌절을 돌보고 
좌절을 버티는 힘 회복탄력성을 어떻게 기를 수 있을지 이야기 나누는 시간입니다 
동일한 내용으로 2회 진행되오니 신청 시 참고 부탁드립니다 
  일시  1 20230512금 15001630  
          2 20230516화 15001630
 대상  한국외대 졸업생 및 재학생 30명 이내 15명  2회 
 진행  비디오 오디오 채팅 등을 활용하여 참여할 수 있는 공간에서 비대면ZOOM으로 진행 
 문의  허은정 통합심리상담사 0313304958 counselkarmaejhufsackr 
  ",진로취업프로그램강의형,단과대학 ,전체,전체,0,50,50,0,0,0,"준비과정에서의, 이해하기, 좌절을, 대처하는데, 필요한, 마음의, 근력, 회복탄력성, 진로취업, 거듭되는","시간입니다, 부탁드립니다, 버티는, 이내, 신청, 15명, 진행, 동일한, 허은정, 30명"
취업좌절 대처 프로그램 존중하며 버티는 힘 기르기비대면0516,학부KFL학부,"거듭되는 진로취업 준비과정에서의 좌절을 대처하는데 필요한 마음의 근력, 회복탄력성 이해하기","  진로를 찾고 취업의 문턱을 넘으며 겪는 여러 좌절을 돌보고 
좌절을 버티는 힘 회복탄력성을 어떻게 기를 수 있을지 이야기 나누는 시간입니다 
동일한 내용으로 2회 진행되오니 신청 시 참고 부탁드립니다 
  일시  1 20230512금 15001630  
          2 20230516화 15001630
 대상  한국외대 졸업생 및 재학생 30명 이내 15명  2회 
 진행  비디오 오디오 채팅 등을 활용하여 참여할 수 있는 공간에서 비대면ZOOM으로 진행 
 문의  허은정 통합심리상담사 0313304958 counselkarmaejhufsackr 
  ",진로취업프로그램강의형,단과대학 ,전체,전체,0,50,50,0,0,0,"준비과정에서의, 이해하기, 좌절을, 대처하는데, 필요한, 마음의, 근력, 회복탄력성, 진로취업, 거듭되는","시간입니다, 부탁드립니다, 버티는, 이내, 신청, 15명, 진행, 동일한, 허은정, 30명"
Level Up 면접 Lv1 면접 준비의 기초,학부KFL학부,면접대비 기초 및 실전 전략 수립, ,진로취업프로그램활동형,단과대학 ,전체,전체,0,50,25,25,0,0,"면접대비, 수립, 실전, 기초, 전략",
자소서 LAB 1_ 지원동기 작성,학부KFL학부,사례를 이용한 항목별 분석으로 자기소개서 작성 핵심을 파악해 본다.,"사례를 가지고 자기소개서 항목별 핵심 분석 콕콕
 짧은 시간에 후다닥 한 번에 하나씩 도장깨기
 아무리 달콤한 말을 한다고 모두 연애에 성공하는 것이 아니쥬
 자소서도 누구에게 왜 무엇을  말하는지가 중요합니다
 기업도 보고 직무도 챙기고 그리고 그에 적합한 나를 어필해 보기
  4주 시리즈 기획입니다 
 각각의 주차에 따로 신청합니다강의 1주일전 오픈
 이번 주는 1주차 강의 신청해 주세요 
 문의
메일 jobhunter1hufsackr
전화 0313304686",진로취업프로그램강의형,단과대학 ,전체,전체,0,25,50,25,0,0,"이용한, 자기소개서, 항목별, 분석으로, 작성, 핵심을, 파악해, 본다, 사례를","말하는지가, 신청합니다, 성공하는, 중요합니다, 직무도, 각각의, 신청해, 자기소개서, 강의, 어필해"
Level Up 면접 Lv2 실전 면접 전략,학부KFL학부,면접 대비 기초 및 실전 전략 수립, ,진로취업프로그램활동형,단과대학 ,전체,4학년 5학년 6학년 ,0,50,25,25,0,0,"면접, 수립, 실전, 기초, 대비, 전략",
삼양그룹 선배와의 만남 프로그램기획 영업,학부KFL학부,선배와의 만남을 통한 기업 및 직무 정보 습득," 삼양그룹 선배와의 만남 프로그램기획 영업 
 채용담당자가 직접 소개하는 채용의 모든 것 
졸업생 선배도 함께하는 자리이니 많은 참여 바랍니다 
 1 일자 20230510 수
2 시간 10001300 3H
3 장소 사이버관 408호 
4 지원자격 
   가 학년 34학년 졸업예정자
   나 전공 상경계 전공복수전공 포함
   다 학점 30 45 이상
5 참여 선배
성별
나이
직무
입사년도
직급
졸업학부과
정성윤
29
기획
2022
사원
스페인어학
안수민
29
영업
2021
사원
국제무역학
 6 기타
   선착순으로 참여 가능합니다
   사정이 생겨서 참여가 어려운 경우 대기 학생이 신청할 수 있도록 취소하여주시기 바랍니다
       HUFSAbility홈페이지  교과비교과  비교과프로그램  비교과프로그램 신청 내역에서 프로그램별로 취소 가능
          무단 불참 시 차후 진로취업지원센터 프로그램 참여에 불이익이 있을 수 있습니다
  7 문의 0221732499 진로취업지원센터 김경은
   ",진로취업프로그램강의형,단과대학 ,재학 ,3학년 4학년 ,0,50,25,25,0,0,"선배와의, 정보, 통한, 기업, 만남을, 습득, 직무","채용담당자가, 선배와의, 입사년도, 사이버관, 채용의, 안수민, 참여가, 사정이, 신청, 이상"
