프로그램명,프로그램 분류,신청대상,프로그램 목표,프로그램 주요내용,학부,학적,학년,지식·정보·기술 활용역량,자기주도적 학습역량,창의·혁신역량,의사소통 역량,대인관계역량,세계시민역량,프로그램 목표_키워드,프로그램 주요내용_키워드
20231 외국인 유학생 학습지원 프로그램,교육특강,학부KFL학부대학원교육대학원국제지역대학원TESOL대학원KFL대학원통번역대학원,외국인 유학생의 대학학습역량제고 및 한국어 실력 향상," 20231학기 
외국인 유학생 학습지원 프로그램 신청 안내
 외국인유학생종합지원센터에서 222학기 개설 운영했던 온라인 한국어 강의 피드백을 반영하여 학업 수행 시 요구되는 수강 능력 발표 능력 보고서 작성 등 수준 향상 단계적인 이해와 표현 교육의 통합적인 과정과 졸업 인증에 필요한 한국어능력시험 일정 급수 이상 취득을 위한 TOPIK 대비 강의를 개설하오니 외국인 유학생재학생의 많은 관심 부탁드립니다
 1 개설 과목
 대학 한국어반  2개 반 각반 10명 정원
 TOPIK 읽기듣기 대비반  1개 반 12명 정원
 TOPIK 쓰기 대비반  1개 반 10명 정원
 모집 인원에 따라 반 개설 수 변경 가능
 20222학기에 수강 이력이 있는 학생은 같은 과정을 신청할 수 없음
 2 교육 일정
1 교육 기간
2023년 04월 27일목  2023년 06월 01일목 6주간
2 교육 시간
매주 화 목요일 1800  2100
대학 한국어반  주차별 6시간3시간10회사전평가 3시간 33시간  2개반
TOPIK 읽기듣기  주차별 6시간3시간10회사전평가 3시간 33시간
TOPIK 쓰기  주차별 6시간3시간10회사전평가 3시간피드백 3시간 36시간
 0427목 사전평가 진행
 상세 수업 일정은 모집 상황에 따라 변경 가능
 3 수업 내용
대학
한국어반
노트 필기하기 요약하기 보고서 작성하기 발표하기의 내용으로 수업을 진행함
각 주차별 내용을 바탕으로 학습자가 제출해야 하는 과제를 부여함
대학 생활에서 접할 수 있는 실제적인 자료 중심으로 수업이 구성됨
 TOPIK
읽기듣기 대비반
기출문제를 바탕으로 다양한 읽기 텍스트와 듣기 자료 풀이 및 해설 수업을 진행함
각 주차별로 교사가 제공하는 어휘 목록을 암기하여 퀴즈를 실시함
총 3회에 걸친 읽기듣기 모의고사를 실시하여 학습 능력 성취도 결과를 확인함
 TOPIK
쓰기 대비반
기출문제를 바탕으로 쓰기 영역의 각 문항별 특징과 고득점 전략을 이해하고 문제 풀이 및 해설로 수업을 진행함
수강생의 쓰기를 세부적으로 분석한 후 첨삭 지도함
총 3회에 걸친 쓰기 모의고사로 학습 능력 성취도 결과를 확인함
 4 학습 평가 방법
 대학 한국어반
1 출석
2 수업 참여도
3 과제
4 시험
10
10
50
30
 TOPIK 읽기듣기 대비반
1 출석
2 수업 참여도
3 퀴즈
4 TOPIK 모의고사
10
10
30
50
 TOPIK 쓰기 대비반
1 출석
2 수업 참여도
3 과제
4 TOPIK 모의고사
10
10
50
30
 5 교재
 한국어문화교육원 자체 교재
 TOPIK Ⅱ 기출문제
 6 신청 기간 2023 4 13목    4 19수
 7 신청 방법  hufsabilityhufsackr  학번과 종합정보시스템 비밀번호로 로그인  진행중인 비교과  20231 외국인 유학생 학습지원 프로그램 지원
 8 신청 대상  외국인 학부 유학생 및 대학원생
 9 수업 방식  교내 대면 수업
 10 모집인원  총 42명 선착순 모집
 11 제재사항  출결80이상 출석로 PASS or FAIL 구분 FAIL을 받으면 추후 진행되는 한국어 강의 과정 수강 불가
 12 문의  외국인유학생종합지원센터022732859 isschufsackr
 한국외국어대학교 외국인유학생종합지원센터
 ",전체,재학 휴학 ,전체,0,25,0,50,0,25,"유학생의, 실력, 한국어, 향상, 외국인, 대학학습역량제고","수강생의, 영역의, 통합적인, 한국어문화교육원, 종합정보시스템, 진행중인, 한국어능력시험, 신청할, 생활에서, 사전평가"
2023학년도 1학기 창업 Academy 특강2회차,교육특강,학부KFL학부,"창업에 대한 흥미와 도전정신 고취, 예비창업자 역량 강화, 기업가정신 발현 유도", ,단과대학 ,전체,전체,50,50,0,0,0,0,"기업가정신, 도전정신, 창업에, 강화, 발현, 흥미와, 대한, 유도, 예비창업자, 역량",
20231 창업 Academy 특강 1회차,교육특강,학부KFL학부,"창업에 대한 흥민와 도전정신 고취, 예비창업자 역량 강화 및 기업가 정신 발현 유도", ,단과대학 ,전체,전체,50,50,0,0,0,0,"도전정신, 창업에, 정신, 기업가, 흥민와, 강화, 발현, 대한, 유도, 예비창업자",
동문 진로특강 진로정보 및 미래설계,설명회,학부학부,학과 진로 정보 및 미래 설계,"동문 진로특강 학과 진로 정보 및 미래 설계
터키아제르바이잔어과 총동문회에서 취업을 준비하는 후배들을 위한 동문 진로특강을 진행합니다전체 학과 재학생 대상 모집 중
손해보험 은행 전문직 등 다양한 업계 진로에 대해 알아보고 싶은 학생들의 많은 신청 바랍니다
1 일시 2023417월 15001700
2 장소 교수회관 강연실
3 개요 손해보험 업계 은행 업무 노무사 업무에 대한 질의응답 시간을 가지고 취업 준비 및 미래 설계
4 문의 0221732235서울 진로취업지원센터
5 신청 hufsabilityhufsackr
  ",단과대학 ,전체,전체,50,0,0,50,0,0,"미래, 정보, 학과, 진로, 설계","터키아제르바이잔어과, 학생들의, 진행합니다, 신청, 질의응답, 재학생, 전문직, 은행, 진로특강을, 진로특강"
HUFS English Writing Tutoring 4월 5주차 424430,교육특강,학부KFL학부대학원경영대학원통번역대학원교육대학원경영대학원정치행정언론대학원국제지역대학원경영대학원(주간)경영대학원(야간)법학전문대학원TESOL대학원KFL대학원,글로벌 사회와의 효과적인 소통을 위해 학습자들의 외국어 글쓰기 능력 향상,"     20231학기 HUFS ENGLISH Writing Tutoring
  튜터링 분야 
 수강과목과 연계된 영어 글쓰기 보고서 발표문 등
 학술적 글쓰기 학술지 논문 초록 등
 그 외 영문 자기소개서 이력서 일기 등 주제 및 형식 무관
 초급자 환영
  진행 방법  50분간 실시간 온라인 11 튜터링
  신청 방법  HUFSAbility 로그인  HUFS Writing Tutoring
 실시간 튜터링 분반정보 확인  주차별 가능한 스케줄 신청
 글쓰기 공유 신청내역과제란에 글쓰기 파일 업로드 필수
   유의사항 신청 전 꼭 읽어주세요
  당일 신청은 불가합니다 신청은 튜터링 진행일 최소 48시간 전까지는 완료해주시기 바랍니다
  첨삭을 원하는 파일과제은 튜터링 진행 시간 48시간 전 제출해야합니다
미제출 또는 튜터링 시간에 임박하여 제출 시 불합격 상태로 전환되어 튜터링 진행이 어려우니 신청내역 페이지를 확인하여 주시기 바랍니다 
HUFSAbility 비교과프로그램 신청내역 과제제출란에 업로드
  신청시 입력사항 프로그램 참여시 중점적으로 튜터링을 받고 싶은 점 eg 문법적인 부분 내용적인 첨삭 등에 대해 사전에 작성해주시기 바랍니다
  신청 후 담당 튜터 선생님 확인 후 합격 상태가 되어야 과제 제출란이 활성화됩니다
수일 이내로 확인할 예정이오니 반드시 신청 후 과제 제출란에 첨삭물을 제출하여 주시기 바랍니다 
  코로나 상황으로 온라인을 통한 실시간 튜터링을 원칙으로 합니다
신청자에게는 따로 이메일학교에 등록되어 있는 메일 주소 또는 문자로 안내 연락이 갈 예정입니다 
  신청 취소는 최소 하루 전까지만 가능합니다 
  노쇼 발생 시 차후 교내에서 진행하는 비교과 프로그램 참여가 불가합니다 HUFSAbility 비교과 프로그램 신청 제한 
참여하지 못할 경우 반드시 사전에 알려주시기 바랍니다
    프로그램 안내 및 취소 문의  교수학습개발부 0221732761",단과대학 대학원 ,재학 휴학 ,전체,0,50,0,50,0,0,"글쓰기, 효과적인, 소통을, 학습자들의, 능력, 글로벌, 향상, 위해, 외국어, 사회와의","완료해주시기, 유의사항, 작성해주시기, 신청자에게는, 내용적인, 튜터링을, 상황으로, 수강과목과, 신청은, 과제제출란에"
불가리아 소피아 대학교 교수님 특별 강의,교육특강,학부KFL학부,에라스무스 + 프로그램과 연계하여 진행되는 불가리아 소피아 대학교 교수님 특강,"불가리아 소피아 대학교 교수님 특별 강의
01 강의 내용
 1 강의명 Megalithic Structures in Korea and Bulgaria 한국과 불가리아의 고인돌
    교수명 Prof Irina Sotirova 이리나 소티로바
    강의는 영어로 진행됩니다
  2 강의명 불가리아 사회주의 청년 문화와 신세대 문화 비교분석
               Comparative Analysis of the Bulgarian Socialist Youth Culture and the Culture of the New Generations
    교수명 Prof Miroslava Zaburtova 미로슬라바 자부르토바
    강의는 한국어로 진행됩니다
 02 장소 및 시간
 1 장소 어문학관 302호
 2 시간 2023년 4월 12일 수요일 13시
            두 강의는 연달아 진행될 예정입니다
 03 신청 방법
 1 신청 방법 Hufsability를 통해 신청
 2 참고 사항 유고 결석계 발급 가능
 3 문의 사항 kkhhbb368navercom
  ",단과대학 ,전체,전체,25,0,0,50,0,25,"프로그램과, 에라스무스, 불가리아, 특강, 소피아, 대학교, 교수님, 진행되는, 연계하여","강의명, 어문학관, 강의, 비교분석, 불가리아의, 교수명, 강의는, 영어로, 신청, 청년"
마음챙김 명상 체험 다함께 마음챙김 52화13001430,워크숍,학부KFL학부,일상 속 스트레스를 조절하고 심리적 평형을 얻을 수 있는 마음챙김 명상의 기술을 소개하고 실습할 수 있는 기회를 제공함.,"학생상담센터에서는 다가오는 5월 
명상에 대해 배워보고 체험해볼 수 있는 다함께 마음챙김 집단상담이 열립니다 
명상과 마음챙김에 관심있는 학생 분들의 많은 참여 부탁드립니다 
  일 시  20230502화 1300  1430
 대 상  마음챙김에 관심있는 글로벌 캠퍼스 재학생 누구나 선착순 20명
 신청 방법  HUFSAbitily 
 신청 기간  20230427목까지
 진 행  대면 장소는 추후 공지 예정
 참여 혜택  참여자 전원 맘스터치 햄버거 증정
 문 의  학생상담센터 0313304141
  ",단과대학 ,재학 휴학 수료 비재학 ,전체,25,50,25,0,0,0,"명상의, 평형을, 마음챙김, 실습할, 조절하고, 소개하고, 일상, 제공함, 심리적, 스트레스를","명상과, 학생상담센터에서는, 학생상담센터, 마음챙김, 마음챙김에, 재학생, 선착순, 신청, 학생, 장소는"
2023 상반기 금융권 취업특강,교육특강,학부KFL학부,"금융권 진로설정을 위한 기본과정, 채용동향 및 주요 직무에 대한 이해",     ,단과대학 ,전체,전체,25,75,0,0,0,0,"기본과정, 진로설정을, 금융권, 직무에, 이해, 대한, 주요, 채용동향, 위한",
2023 상반기 금융권공기업 은행 NCS 모의고사,교육특강,학부KFL학부,상반기 공기업 은행권 필기대비 오프라인 모의고사,"    대 면 진 행 
장소  사이버관 311호 강의실
대 면 진 행 
  오          프
오프라인
라          인
  직 접 오 셔 서 풀 어 보 는 모 의 고 사
 ",단과대학 ,전체,전체,25,75,0,0,0,0,"공기업, 모의고사, 은행권, 상반기, 오프라인, 필기대비","311호, 강의실, 오프라인, 사이버관, 장소"
2023 상반기 금융권 취업 논술특강,교육특강,학부KFL학부,"금융논술 작성방법, 금융권 핵심이슈를 통한 예상 주제 공유!",     ,단과대학 ,전체,전체,25,75,0,0,0,0,"작성방법, 금융논술, 핵심이슈를, 공유, 금융권, 통한, 주제, 예상",
법학적성시험LEET 전국순회 설명회,-,학부학부,법학전문대학원 진학 희망자를 대상으로 실질적인 도움,"법전원협의회에서는 법학전문대학원 진학을 위해 법학적성시험을 준비하고 있는 학생들에게 실질적인 도움을 주기 위해 전국순회설명회를 개최합니다
법학전문대학원에 관심이 있는 분들의 적극적인 참여를 부탁드립니다
  대상 법학전문대학원 진학 희망자재학생 졸업생 가능
 일정 2023411화 14001600
 장소 법학전문대학원 801호 조명덕홀
 설명회 진행 순서
  14001530 법학적성시험 소개 개선방향 설명 시험영역별 문항유형 및 학습방법 안내 
  15001600 질의응답 및 정리
   자료집 기념품 제공 예정
 참고사항
  2024학년도 LEET 원서접수 2023523화61목
  2024학년도 LEET 시행일자 2023723일
 문의 서울 진로취업지원센터 0221732235
 ",단과대학 ,전체,전체,50,50,0,0,0,0,"법학전문대학원, 실질적인, 희망자를, 대상으로, 진학, 도움","법학적성시험을, 문항유형, 법학적성시험, 법학전문대학원, 법학전문대학원에, 적극적인, 시험영역별, 희망자, 질의응답, 조명덕홀"
특교원 인도와 취업준비 인도 주재 및 연수 경험 동문 4인의 합동 특강 및 개별 취업 상담,-,학부KFL학부,학업 동기 부여 및 진로 설계를 통한 취업 준비," 목적 및 의의
 인도어과 졸업 동문 4명이 후배를 위해 생생한 현장 경험 및 다양한 유형의 직무 및 회사 생활 공유
 학생들의 진로 설계를 위한 준비 모색 
 관련 직종에 대한 성공 및 실패 사례 공유 및 개별 상담 실시
 취업을 위한 준비 면접 등 노하우 대방출
  특강자
1 김희재 96 P 건설 팀장 인도 지역전문가 파견 및 주재 경험
2 이희라 97 경 항공서비스학과 교수 대 승무원 경험
3 강지표 00 K 은행 인도 구르가웅 지점 주재 경험
4 전금석 04 관세사 은행과 대기업 근무 경험 
  대상  인도어과 재학생 등 누구나
 일시 및 장소 2023년 4월 26일 수요일 16시 50분 BRICs국제포럼장 6411대학원 
  약 50분간의 합동 특강 이후 개별 상담이 진행되오니 망설임 없이 편안하게 선배들에게 개별 상담을 받으시면 됩니다 
 학과 조교에게 4월 19일까지 개별 상담 신청을 원한다고 구두로 전달하면 선배와의 1대1 상담에 우선 배정하도록 하겠습니다 
 간단한 다과 햄버거 또는 샌드위치 등 제공  특강 후 설문조사만족도 조사 필수 
 ",단과대학 대학원 ,전체,전체,50,50,0,0,0,0,"통한, 동기, 학업, 준비, 진로, 부여, 취업, 설계를","항공서비스학과, 유형의, 은행과, 선배와의, 생생한, 학생들의, 신청을, 지역전문가, 인도어과, 성공"
